Precio_Real_MWh,Precio_Predicho_MWh
13.999999999999998,49.249836
9.480000000000002,38.267277
4.3,32.702145
3.2,27.348537
3.2,17.17504
3.2,7.6829414
3.2,2.232637
3.0,2.355026
3.2,7.029561
3.2,12.656681
3.2,14.786034
3.2,13.154691
3.2,9.08096
3.2,4.371414
0.42999999999999994,-0.9480596
0.42999999999999994,-6.940988
0.42999999999999994,-9.987109
0.0,-10.028543
0.010000000000000127,-7.8238015
2.33,-1.6228634
3.3000000000000003,11.336939
4.82,32.157597
6.999999999999999,50.769604
7.199999999999999,55.731884
5.0,48.895702
3.2,38.632034
3.2,30.656734
3.2,24.008877
0.10000000000000005,12.889336
0.10000000000000005,5.522019
0.10000000000000005,5.2008467
3.0,14.685016
3.2,32.677574
11.24,52.74282
10.5,62.65256
3.350000000000001,60.594166
3.2,48.9335
3.2,36.746758
0.42999999999999994,28.715485
0.42999999999999994,21.76405
0.010000000000000127,15.247128
0.0,8.630663
0.2000000000000001,6.0204988
3.2,10.109731
3.2100000000000004,24.279196
10.000000000000002,44.525875
11.75,59.161537
10.000000000000002,55.811756
4.700000000000001,46.401882
3.3000000000000003,40.83539
2.58,35.77384
1.0000000000000002,30.970636
0.0,24.373293
0.0,20.39474
0.0,21.52256
0.0,26.660213
3.2,33.077374
4.380000000000001,42.001785
4.8,50.66469
3.2,52.498795
0.42999999999999994,39.536095
0.0,27.638805
0.0,19.317875
0.0,13.570019
0.0,9.299545
0.0,8.464245
0.42999999999999994,11.932283
1.7999999999999998,22.451824
4.51,43.96883
10.000000000000002,71.46507
25.0,84.41821
13.999999999999998,77.68101
6.5600000000000005,69.445045
5.830000000000001,66.3546
3.2,61.784184
3.2,56.357018
3.2,48.16477
3.2,41.793095
3.2,40.847828
3.2,45.727116
3.2,52.67523
5.68,63.365654
5.9,78.07199
3.2,77.17736
0.42999999999999994,55.482544
0.0,41.362713
0.0,34.04269
0.0,29.14404
0.0,25.994825
0.0,23.464794
0.0,23.896053
3.2,33.919506
10.540000000000001,60.044254
25.0,99.06045
66.96,112.28782
50.0,100.27325
19.71,91.59255
11.29,87.637505
14.67,83.56975
10.000000000000002,78.53871
6.48,69.25837
6.0,61.220097
5.68,59.477673
5.830000000000001,61.692085
5.6000000000000005,66.24943
10.67,77.758736
10.000000000000002,89.9117
5.9,80.244865
3.2,55.238503
0.10000000000000005,38.482613
0.0,28.765015
0.0,23.555576
0.0,19.834305
0.0,16.277006
0.0,16.133308
0.010000000000000127,25.055807
3.2800000000000002,48.49211
